 SaT6, T:Why Worry, Jim Riggs, \Und, RU:, T:Why Worry, D:Sam~Taylor, PN:, SU:, bws, Comd, , , Er(D) 
 RaT26, T:The Thirty-nine Steps, Reginald Beckwith, \Und, RU:, T:The Thirty-nine Steps, D:R.Thomas, P:B.Box," St:Rank, Fox", \Ecol, , H, , , W(Frank Harvey) 
 MLR7, T:Three on A Match, s a, \Und," R:son, kidnapped", T:Three on A Match, D:M.LeRoy, P:Bischoff, St:Warners, bnw, Dram, H*, , W(Lucien Hubbard) C(Sol Polito)
 JSz12, T:Supergirl, David Healy, \Und, RU:, Tm:Supergirl, D:Szwarc," PN:Pierre Spengler, Timothy Burrill", St:Catharus, col, Fant, H*, lc, R(PG) 
 WAS82, T:If Only You Could Cook, Frieda Inescort, \Und, RU:, T:If Only You Could Cook, D:Seiter, P:, St:Columbia, bnw, Comd, H, lc, Nt(accidentally P=Capra) 
 AA41, T:The VIPs, Martin Miller, \Und, RU:, T:The VIPs, D:Asquith, PN:Anatole deGrunwald, St:MGM, \Mcol, Dram, H**," airport, London, England", 
 MS18, T:Raging Bull, Theresa Saldana, \Und, RU:, T:Raging Bull, D:Scorsese," P:Chartoff, I.Winkler", St:U.A., col, BioP," AAN, AAN dir, H*, T90", ," R(R) E(Thelma Schoonmaker; AA, BFA) W(Schrader, Mardik Martin) C(Ballhaus) "
 GH16, T:Live and Let Die, Bernard Lee, \Und, R:M, T:Live and Let Die, D:G.Hamilton, P:Saltzman, St:U.A.-Eon, \Ecol, Advt, H*, Caribean," M(Paul McCatney, Linda McCartney; AAN) B(I.Fleming) Ser(Bond; 9) R(PG) VT(N:JB3) W(Tom Mankiewicz) V(Ken~Adam) "
 HBn30, T:Beau Geste, Victor McLaglen, \Und, RU:, T:Beau Geste, D:Brenon, P:Brenon, St:Paramount," bws, col", Actn, H**," desert, North Africa", B(P.C. Wren) 
 LwS90, T:Destry Rides Again, Tom Mix, \Und, R:cowboy, T:Destry Rides Again, D:Seiler, PN:, SU:, prc, West, aw, lc, CoD() B(Max Brand)
 MdC16, T:The Music Man, Ron Howard, \Und, R:boy in the band," Nt(later D,A)", T:The Music Man, D:daCosta, P:daCosta, St:Warners," \Trama, col", Musc," AAN, H***"," town, IO"," C(Robert Burks) B(Meredith Wilson) M(Meredith Wilson, Ray Heindorf; AA) Le(151min) "
 RoS6, T:King Solomon's Mines, Robert Adams, \Und, RU:, T:King Solomon's Mines, D:Stevenson, PN:Geoffrey Barkas, St:Gainsborough, bnw, Advt, H*, Ethiopia, B(H.Rider Haggard) 
 RTh6, T:Huckleberry Finn, Rex Ingram, \Und, RU:, T:Huckleberry Finn, D:R.Thorpe, P:J.Mankiewicz, St:MGM, bnw, Advt, H**, MO, C(J.F.Seitz) 
 BRf39, T:Poodle Springs, Dina Meyer, \Und, R:Philip's wife
 RiO15, T:Round the World in Eighty Days, Conrad Veidt, \Und," R:explorer ""Phineas Fogg""", T:Round the World in Eighty Days, D:R.Oswald, PN:, SU:, bws, Advt, aw, lc, 
 RWi7, T:Blood on the Moon, Robert Mitchum, \Und, R:laconic, T:Blood on the Moon, D:R.Wise, PN:, SU:, prc, West, , West, B(Luke Short) C(Nicholas Musuraca) 
 CB14, T:Jean de Florette, Yves Montand, \Und, R:treacherous farmer, T:Jean de Florette, D:Cl.Berri, PN:, St:Rene Prod., col, Dram, ," csd, France", C(Nuytten) Er(1988?) 
 CC78, T:The Great Dictator, Hank Mann, \Und, R:gargantuan, T:The Great Dictator, D:Chaplin, P:Chaplin, St:U.A., bnw, Comd," F48, H**, AAN", Germany; T(1936)," C(Karl Struss, Rollie Totheroth) VT(N:CO1) "
 C140, T:Flamingo Road, David Brian, \Und," R:politician, falls for dancer", T:Flamingo Road, D:Curtiz, PN:Jerry Wald, SU:, prc, Dram, aw," small town, South", 
 NLl99, T:Anniversary Gift, Barbara Baxley, \Und, R:animal-loving wife, T:Anniversary Gift, D:N.Lloyd," P:Hitchcock, J.Harrison"," St:Shamley,CBS", bnw, Susp, , , TV(25Oct1959) Le(30m) 
 AM31, T:Orchestra Wives, Cesar Romero, \Und, RU:, T:Orchestra Wives, D:Mayo, PN:William LeBaron, St:Fox, bnw, Musc, H**," Kalamazoo, MI"," M(Alfred Newman, Harry~Warren, Mack Gordon: I've got a Girl in Kalamazoo; AAN) C(Lucien Ballard) "
 DaB19, T:Road to Morocco, Dona Drake, \Und, RU:, T:Road to Morocco, D:D.Butler, PN:Paul Jones, St:Paramount, bnw, , H** 
 RAl69, T:Images, Cathryn Harrison, \Und, RU:, T:Images, D:Altman, PN:, SU:, , Dram, , , 
 HbR1, T:Goodbye Mr.~Chips, Leslie Bricuse, \Und, R:singer, T:Goodbye Mr.~Chips, D:H.Ross, PN:Arthur P. Jacobs, St:MGM, \Mcol, Musc, H*," school, England", W(Terrence Rattigan) V(Ken~Adam) M(John~Williams; AAN) 
 LIC10, TZ:Sailor Who Fell from Grace With the Sea, Jonathan Kahn, \Und, RU:, T:Sailor Who Fell from Grace With the Sea, D:Carlino, PN:Martin Poll, St:AVCO, \Tcol, Porn, H, , R(R) 
 DPt19, T:The Betsy, Edward Herrmann, \Und, RU:, T:The Betsy, D:Petrie, PN:Robert R. Weston, St:Allied, \Tcol, Dram, ," Detroit?, MI", B(Harold Robbins) 
 DFi17, T:The Game, Sean Penn, \Und," R:arrogant millionaire brother, threatened", T:The Game, D:Fincher, PU:, SU:, col, Actn, aw, ," W(John Brancato, Michael Ferris) V(Jeffrey Beecroft) C(Harry Savides)"
 HvH11, T:Lonely Place, Bruce dern, \Und," R:hobo, hired, attacks, flees", T:Lonely Place, D:Hart, P:Hitchcock," St:Shamley, CBS", bnw, Susp, , farm, TV(16Nov1964) Le(1h) 
 Chiara Mastroianni, \Und, R:pennyless mother
 BoS75, T:The Omega Man, Rosalind Cash, \Und, RU:, T:The Omega Man, D:Sagal, PN:Walter Seltzer, St:Warners, col, ScFi, ," L.A., CA", 
 HeD108, T:Father and Son, Pamela Light, \Lov," R:singer, bum's honest love", T:Father and Son, D:Daugherty, P:Hitchcock," St:Shamley,CBS"," bnw,TV", Susp, , London; T(1912)," TV(26May1957) Le(30m) VT(N:HP5, inc.) "
 DS13, T:The Invasion of the Body Snatchers, Jeff Goldblum, \Und, RU:, Er(Pk5), T:The Invasion of the Body Snatchers, D:D.Siegel, P:Wanger, St:Allied Artists, \SS," Horr, ScFi", H****," Santa Mira, town, CA", B(Jack Finney) R(PG) 
 PaJ10, T:Shadow on the Wall, Barbara Billingsley, \Und," RN:""Olga""", T:Shadow on the Wall, D:P.Jackson, P:Sisk, St:MGM, bnw, Susp, aw, lc, 
 IWa7, TZ:Pink Flamingos, Edith Massey, \Und, R:egg lady, T:Pink Flamingos, D:Waters, PN:, SU:, prc, Porn, aw, lc, 
 CB15, T:Manon des Sources, Yves Montand, \Und, R:treacherous farmer, T:Manon des Sources, D:Cl.Berri, PN:, St:Rene Prod., col, Dram, ," csd, France", C(Nuytten) Seen(13May1988) Er(1988?) 
 ShI55, T:The Eel, s a, \Und," R:paroled wife murderer, opens barbershop", T:The Eel, D:Imamura, PU:, SU:, prc, Ctxx, ," barbershop, Japan", B(Akira Yoshimura) Lang(Jp) 
 DWi10, T:Silver Dream Racer, Lee Montague, \Und, RU:, Tm:Silver Dream Racer, D:Wickes, PN:Rene Dupont, St:Rank, \Ecol, Dram, H, lc, R(PG) 
 RMc10, T:Night Eyes II, s a, \Und, R:diplomat's murderous bodyguard, T:Night Eyes II, D:R.MacDonald, PN:Ashok Amitrai, SU:, col, CnR, aw," LA, CA", R(R) 
 HHa56, T:Of Human Bondage, Ronald Lacey, \Und, RU:, T:Of Human Bondage, D:Hathaway, PN:James Woolf," St:MGM,7Arts", 19-w, Dram, H, , B(W.Somerset Maugham) 
 NGp10, T:The Pathfinder, Helgi Skulason, \Und, R:pitiless leader of Tchudes, T:The Pathfinder, D:Gaup, PN:John Jacobson, SU:, , Dram, ," csd, Norway", W(Gaup) C(3M) 
 MiW35, TZ:The Stone Killer, Kelly Miles, \Und, RU:, Tm:The Stone Killer, D:Winner, PN:, SU:, prc, CTxx, aw, lc, R(R) W(Gerald Wilson) B(John Gardner) Er(19xx?) 
 UlO25, T:Joanne D'Arc of Mongolia, s a, \Und, R:Mongolian lady kidnapper, T:Joanne D'Arc of Mongolia, D:Ottinger, PN:, SU:, col," Porn,Advt", aw," train, Siberia; csd, Mongolia", Lang(\Ge) Le(165m) 
 GF70, T:Son of The Sheik, Agnes Ayres, \Und, RU:, T:Son of The Sheik, D:Fitzmaurice, PN:, SU:, prc, Romt, aw, lc, 
 DMu4, T:Ballet Mechanique, Mrs. Dudley Murphy, \Und, RU:, T:Ballet Mechanique, D:D.Murphy, PN:Fernand Leger, SU:, bws, Surr, aw, lc, , CoD(Fernand Leger) V(Fernand Leger) M(Georges Anthueil) L(Short)
 GP100," T:M\""adchen in Uniform", Alain Delon, \Und, RU:," T:M\""adchen in Uniform", D:Pabst, PN:, SL:Germany, , , , , Er(D)
 HWx21, T:No No Nanette, Billy Gilbert, \Und, RU:, T:No No Nanette, D:H.Wilcox, P:H.Wilcox, St:Warners, bnw," Romt,Musc", H, lc, 
 IvP20, T:Crime and Passion, Bernard Wicki, \Und, RU:, T:Crime and Passion, D:Passer, PN:, SU:, , H0, , , R(R) 
 CDN10, T:Body Talk), Gabi Just, \Und, R:dancer, T:Body Talk, D:Nube, PN:, SU:, prc, Ctxx, aw, lc, 
 Nos12, T:Shinjuku Dorobo Nikki, s a, \Und, R:moody book thief
 JEG10, TZ:Angel and the Badman, Irene Rich, \Und, RU:, Tm:Angel and the Badman, D:J.E.Grant, PN:John Wayne, St:Republic, prc, CTxx, aw, lc, 
 IrR6, T:Now Voyager, Franklin Pangborn, \Und, RU:," T:Now, Voyager", D:Rapper, P:Wallis, St:Warners, , Dram, ," Boston, MA; Brazil", B(Olive Higgins Prouty) M(Steiner; AA) 
 JeC14, T:Diabolique, Kathy Bates,| , \Und, R:detective, T:Diabolique, D:Chechik," PN:Marvin Worth, James G.\ Robinson", , S:Warners, col, Susp, ," boarding school, near Pittsburgh PA",  R(R)
 IiS17, T:Wings of the Dove, Michael Gambin, \Und," R:Kate's father, opium addict", T:Wings of the Dove, D:Softley ," P:Steve Evans, Par Levatt", SU:, col, Romt, aw," London, England; Venice, Italy; T(1910)", B(Henry James) W(Hossein Amini; AAN) C(; AAN)
 BiA1, T:Pelle the Conqueror, Pelle Hvenegaard, \Und," R:son, escapes ""Pelle""", T:Pelle the Conqueror, D:August, PN:, SU:, , Advt, AA for," csd, Denmark"," C(Jorgen Peterson) Lang(\Da,\Sw) "
 EuF40, T:Charlie Chan at Monte Carlo, Warner Oland, \Agn, R:detective, T:Charlie Chan at Monte Carlo, D:E.Forde, PN:, St:Fox, bnwc," Myst,Comd", , , Ser(Charlie Chan; 19) 
 JFW5, T:Die Laughing, Charles Durning, \Und, RU:
 WmH10, T:A Tale of Two Cities, Norma Talmadge, \Und, RU:, T:A Tale of Two Cities, D:Humphrey, PN:, SU:, bws, Dram, aw, , B(Dickens) 
 KgD10, T:Promises! Promises!, Imogene Coca, \Und," R:comic ""Imogene Coca""", T:Promises! Promises!, D:D.F.Taylor," PN:Tommy Noonan, D.F.Taylor", St:NDT, bnw, Comd, aw, Ocean liner, 
 IFy10, T:Rolling Thunder, Dabney Coleman, \Und, RU:, Tm:Rolling Thunder, D:J.Flynn, PN:, SU:, col, Actn, ," town, Midwest", R(R) W(Schrader) 
 CRd10, T:Amityville 1992: It's About Time, Dean Cochran, \Und," R:Lisa's friend, sucked into drain ""Andy""", T:Amityville 1992: It's About Time, D:Randel, PN:Christopher deFaria, SU:, col, Horr, ," suburb, CA", R(R) 
 FKr20, T:Return of Sabata, Gianni Rizzo, \Und, RU:, T:Return of Sabata, D:F.Kramer, PN:Alberto Grimaldi, St:U.A., prc, West, W50," Hobsonville, TX; T(1850)", 
 ASo1," T:Alice, Sweet Alice", Paula Sheppard, \Und, RU:," T:Alice, Sweet Alice", D:Sole, PN:, SU:, prc, Ctxx, aw, lc," R(R) W(Rosemary Ritvo, Alfred Sole) "
 KV62, T:Love Me Or Leave Me, Richard Gaines, \Und, RU:, T:Love Me Or Leave Me, D:K.Vidor, PN:, SU:, \Tcol, BioP 
 KeA26, T:The Longest Day, Henry Fonda, \Und, RU:, T:The Longest Day, D:Annakin, PN:, SU:, prc, Ctxx, aw," Normandy, France; T(1944)", Le(3h) 
 IIr21, T:Hamburger Hill, Don Cheadle, \Und, R:soldier, T:Hamburger Hill, D:Irvin, PN:, SU:, col, Actn, , Vietnam, 
 TG32, T:A Connecticut Yankee in King Arthur's Court, Murvyn Vye, \Und, RU:, T:A Connecticut Yankee in King Arthur's Court, D:Garnett, PN:Robert Fellows, St:Paramount, \Tcol, Musc, H*, England, M(Victor Young) 
 WlN10," T:Mr.~Wong, Detective", Evelyn Brent, \Und, RU:," T:Mr.~Wong, Detective", D:Nigh, PN:Scott R. Dunlap, St:Monogram, bnw, Myst, aw, lc," Ser(Mr.Wong, 1) "
 JoS18, T:Batman Forever, Tommy Lee Jones, \Und, RU:, T:Batman Forever, D:Schumacher, PN:, St:Warners, col, Fant, ," NYC, NY", Er(D) 
 HaR18, T:Groundhog Day, Stephen Tobolowsky, \Und, RU:, T:Groundhog Day, D:Ramis, PN:, SU:, col, Comd, ," Punxsutawney, PA"," W(Ramis, Danny Rubin) "
 IF125, T:Donovan's Reef, Mike Mazurki, \Und, RU:, Tm:Donovan's Reef, D:J.Ford, P:Ford, St:Paramount, \Tcol, Comd, H, , W(Frank~Nugent) 
 PWr14, T:Green Card, Vasek Simek, \Und, RU:, T:Green Card, D:Weir," PN:Duncan Henderson, Jean Gunther", St:Touchstone, \Tcol," Romt,Comd", ," Manhattan, NY", W(Weir) Seen(17May1991) 
 H22, T:Rich and Strange, Elsie Randolph, \Und, R:nosy woman on ship, T:Rich and Strange, D:Hitchcock, P:J.Maxwell," St:BIP Elstree, SD:Wardour", bnw, Susp, ," London, England; Pars, France; Marseille, France; Singapore; ship, Pacific"," W(Alma Reville, Val Valentine) B(Dale Collins) C(J.Cox, Charles Martin) Er(C) Seen(16Apr1990) Alt(T:East of Shanghai; USA)"
 ChH10, T:Forecast: Low Clouds and Coastal Fog, Chris Robinson, \Vil," R:surfer, villain", T:Forecast: Low Clouds and Coastal Fog, D:C.Haas, P:Hitchcock," St:Shamley, CBS", bnw, Susp, , CA, TV(18Jan1963) Le(1h) 
 WW30, T:Counsellor at Law, Richard Quine, \Und, R:horrid stepson, T:Counsellor at Law, D:Wyler, PN:Henry Henigson, St:Universal, bnw, Dram, H*, , W(Elmer Rice) 
 CHa25, T:The River Wild, John C. Relly , \Und, RU:, T:The River Wild, D:Hanson , PU:, SU:, col, Advt, aw," raft, river, US", Er(199x)
 PeB4, T:The Marat-Sade, Patrick Magee, \Psy," R:marquis ""deSade""", T:The Marat-Sade, D:Brook, PN:, SU:, prc, Dram, , France ," Alt(T:The Persecution and assassination of Jean-Paul Marat, as performed by the inmates of the Asylum of Charenton under the Direction of the Marquis deSade; \GB)"
 YOz12," T:I Was Born, But ...", s a, \Und," R:destructive kid, reforms"," T:I Was Born, But ...", D:Ozu, PN:, SU:, bnw, Dram, ," Tokyo, Japan", Lang(Japanese) 
 CJu10, T:So ist das Leben, Mana Zeniskova, \Und, RU:, T:So ist das Leben, D:Junghans, P:Junghans, SU:, prc, Dram, aw," Prague, \Cz", 
 HoH10, T:The Big Pond, Nat Pendleton, \Und, RU:, T:The Big Pond, D:Henley, PN:, SU:, prc, Musc, aw, Atlantic, W(P.Sturges) 
 \Agn, agent
 TG30, T:The Postman Always Ring Twice, Alan Reed, \Und, RU:, T:The Postman Always Rings Twice, D:Garnett, PN:Carey Wilson, St:MGM, bnw, Comd, H*, ," W(Harry Ruskin, Niven~Busch) B(J.M.Cain) "
 RcB40, TZ:Wrong is Right, Alexander Zale, \Und, R:professor, T:Wrong is Right, D:R.Brooks, P:R.Brooks, St:Columbia, col, Actn, ," NYC, NY; North Africa; Washington DC", R(R) C(Fred Koenekamp) W(R.Brooks) VT() 
 WLa22, T:Tin Pan Alley, Elisha Cokk~jr., \Und, RU:, T:Tin Pan Alley, D:W.Lang, PN:Kenneth MacGowan, St:Fox, bnw, , H***," NYC, NY "
 DoS12, T:Psychomania, Robert Hardy, \Und, RU:, Tm:Psychomania, D:D.Sharp, PN:Andrew Donally, St:Benmar, \Tcol, Horr, H, lc, R(PG) 
 DuM10, T:The Coca-Cola Kid, Bill Kerr, \Und, R:bottling plant owner, T:The Coca-Cola Kid, D:Makavejev, PN:David Roe, St:Cinecom, col, Comd, ," Sidney, Australia"
 InB21, T:The Virgin Spring, Brigitta Petterson, \Und, RU:, T:The Virgin Spring, D:I.Bergman, PN:Allan Ekelund, SL:Sweden, bnw, Dram," AA, H*", , C(Nykvist) 
 RoN17, T:Scrooge, Paddy Stone, \Und, R:the spirit of Christmas yet to come, T:Scrooge, D:Neame, PN:, SU:, prc, Dram, aw, lc, B(Dickens) 
 WKH14, T:The Valiant, Dewitt Jennings, \Und, RU:, T:The Valiant, D:W.K.Howard, PN:, SU:, bnw, Dram, aw, lc, 
 BmF10, T:Funny, Susan Ruttan, \Und," R:tells ""`Put it On My Bill'""", T:Funny, D:Ferren, PN:, SU:, col, Comd, aw," East Hampton, NY", Nt(jokes) 
 JWy15, T:976-Evil, Debbie James, \Und," R:sexy coed ""Robin""", T:976-Evil, D:Wynorski, PN:Paul Hertzberg, St:Cinetel, col," Porn,Horr", , West, 
 ICa1, T:Dark Star, Dan OBannon, \Und, RU:, T:Dark Star, D:Carpenter, PN:, SU:, prc, Ctxx, aw, lc, R(G) 
 BW19, T:Irma la Douce, Bruce Yarnell, \Und, RU:, T:Irma la Douce, D:B.Wilder, P:B.Wilder, St:U.A., \Tcol," Comd,Romt", H*," Paris, France"," C(Joseph LaShelle; AAN) M(Andre Previn; AA) W(B.Wilder, IAL.Diamond) "
 MOp16, T:Letter From an Unknown Woman, Marcel Journet, \Und, RU:, T:Letter From an Unknown Woman, D:Max~Ophuls, PN:John Houseman, St:Universal, bnw, Dram," NFR, H****"," Vienna, Austria; T(1850)", B(Stefan Zweig) 
 AA37, T:Libel, Millicent Martin, \Und, RU:, T:Libel, D:Asquith, PN:Anatole deGruenwald," St:MGM,Comet", bnw, Susp, H*, lc, 
 AnM25, T:The Glenn Miller Story, Kathleen Lockhart, \Und, RU:, T:The Glenn Miller Story, D:Ant.Mann, PN:Aaron Rosenberg, St:U-I, \Tcol," BioP,Musc", H**," Mil.inst, Europe"," M(Henry~Mancini, Joseph Gershenson, Glenn Miller, Harry~Warren, AAN) W(Valentine Davies, Oscar Brodney; AAN) C(William Daniels) Seen(1955) "
 GBS132, T:Life Begins for Andy Hardy, Judy Garland, \Und, RU:, T:Life Begins for Andy Hardy, D:Seitz, PN:, St:MGM, bnw, Comd, H, lc, Ser(Andy Hardy; 11) 
 GM225, T:The Happy Barber, Bob Hope, \Und, RU:, T:The Happy Barber, D:Geo.Marshall, PU:, SU:, prc, Comd, , lc, 
 REn60, T:Man Alive, Jack Norton, \Und, RU:, T:Man Alive, D:Enright, PN:, St:RKO, bnw, Dram, H, lc, 
 OP30, T:Anatomy of a Murder, Mrs.~Joseph L. Welch, \Und, R:juror, T:Anatomy of a Murder, D:Preminger, P:Preminger, St:Columbia," \CS, bnw", Dram," H**, AAN"," town, Michigan"," M(Duke Ellinton) W(Wendell Mayes; AAN) C(Sam Leavitt; AAN) B(Robert Traver?,John D. Voelker? ""Justice) Er(B) "
 OlS17, T:The Doors, Kathlenn Quinlan, \Und," R:journalist, lover", T:The Doors, D:Ol.Stone, PN:, SU:, col, BioP, , USA; T(1968), 
 FcA10, T:Disoriented, s a, \Und, R:Japanese gilfriend, T:Disoriented, D:Aliwalas, PU:, SU:, prc, Comd, , , 
 RnC10, T:Mortal Fear, s a, \Und, R:coroner, T:Mortal Fear, D:R.Cook, PN:, SU:," col, TV", Dram, aw," hospital, L.A., CA", Seen(20Nov1994) 
 ToG3, T:Will Penny, Lee Majors, \Und, RU:, T:Will Penny, D:Gries, PN:, SU:, prc, Ctxx, aw, lc, W(Gries) 
 ToN10, T:What Happened Was ..., Karen Sillas, \Und," R:secretary, host ""Jackie""", T:What Happened Was ..., D:T.Noonan, PN:, SU:, prc, Ctxx, aw," apartment, Manhattan, NY", W(Tom Nonnan) 
 H26, T:The Man Who Knew too Much, D.A. ClarkeSmith, \Und, RZ:chief of intelligence, T:The Man Who Knew Too Much, D:Hitchcock," P:Balcon, Montagu"," St:Gaumont Lime Grove, SD:G.F.D.", bnw, Susp, H***," St.Moritz, Switzerland; London, England"," B(D.B. Wyndham-Lewis, Edwin Greenwood) W(A.R.Rawlinson, Charles Bennett, D.B. Wyndham-Lewis, Edwin Greenwood) M(Arthur Benjamin, Louis~Levy) C(Curt Courant) "
 ALs10, TZ:Android, Brie Howard, \Und, RU:, T:Android, D:Lipstad, PN:, SU:, prc, Ctxx, , lc, 
 AbF26, T:Dangerous Game, James Russo, \Und, RU:, T:Dangerous Game, D:Ferrara, PN:, SU:, col, Ctxx, , loc, R(R) 
 CWr10, T:Ransom, Robert Harris, \Und, RU:, Tm:Ransom, D:Wrede, PN:Peter Rawley, St:Lion Int., \Ecol, Susp, H*, Scandinavia, 
 RdR70, T:The Babe Ruth Story, Charles Bickford, \Und, RU:
 RAl71, T:Thieves Like Us, Tom Skerritt, \Und, RU:, T:Thieves Like Us, D:Altman, PN:Robert Eggenwiler, St:U.A., \DeLuxe, Dram, H*," csd, MS; T(1935)", B(Edward Anderson) 
 LiA50, T:The Whales of August, Mary Steenburgen, \Und," R:young ""Sarah""", T:The Whales of August, D:L.Anderson, PN:, SU:, prc, Ctxx, aw, lc, 
 VME11, T:One Little Indian, John Doucette, \Und, RU:, T:One Little Indian, D:McEveety, PN:Winston Hibbler, St:Disney, \Tcol, Romt, H, West, 
 BrD10, T:La vie de Jesus, s a, \Und, R:mother, T:La vie de Jesus, D:Dumont, PU:, SU:, prc, Ctxx, , Northern France, Lang(\Fr) Alt(T:The Life of Jesus)
 W78, T:The Light That Failed, Ernest Cossart, \Und, RU:, T:The Light That Failed, D:Wellman, P:Wellman, St:Paramount, bnw, Dram, H*," London, England; Sudan", B(Kipling) M(Victor Young) 
 MGA14, T:Half of Heaven, s a, \Und," R:government minister, new love", T:Half of Heaven, D:Aragon, PU:, SU:, prc, Romt, ," csd, Spain; Madrid, Spain", Lang(\Sp)
 YOz20, T:a Story of Floating Weeds, s a, \Und," R:mother, protective girlfriend", T:A Story of Floating Weeds, D:Ozu, PN:, St:Shochiku, bws, Dram, ," csd, Japan "
 KOr1, T:Newsies, Kevin Tighe, \Und, R:boy's home director, T:Newsies, D:Ortega, PN:, St:Disney, col, Musc, aw," NYC, NY; T(1899)"," G(Ortega, Peggy Holmes) M(Alan Menken) C(A.Laszlo) R(PG) "
 CHa18, T:Bad Influence, David Duchovny, \Und, RU:, T:Bad Influence, D:Hanson, PN:, SU:, col, Susp, , , 
 SE3, T:Strike, Mikhail Gomarov, \Und, RU:, T:Strike, D:Eisenstein, PN:, St:Goskino, bws, , H***, , W(Eisenstein) note(debut of Montage rechnique) 
 AgH19, T:Washington Square, Albert Finney, \Und," R:disappointed father, widower ""Dr.Sloper""", T:Washington Square, D:A.Holland, PU:, SU:, col, Dram, aw," NYC, NY", B(Henry James)
 Z54105, T:Sleep with Me, Craig Sheffer, \Und," R:best friend, seduces Sarah ""Frank""", T:Sleep with Me, D:Unknown54, PN:, St:MGM, prc, Romt, aw, lc, 
 RSt446," T:The Monkey's Paw, A Retelling", Zolya Talma, \Und," R:gypsy, grants father 3 wishes"," T:The Monkey's Paw, A Retelling", D:R.Stevens, P:Hitchcock," St:Shamley, CBS"," bnw,TV", Susp, , Bahamas, TV(19Apr1965) Le(1h) B(W.W. Jacobs) 
 W40, T:Chinatown Nights, Jack Oakie, \Und, R:reporter, T:Chinatown Nights, D:Wellman, P:Selznick, St:Paramount-Famous-Lasky, bnw, Dram, 
 JeY5, TZ:Killer Bat, Suzanne Kaaren, \Und, RU:, Tm:Killer Bat, D:Yarborough, PN:, SU:, prc, CTxx, aw, lc, 
 RoS85, T:The Absent-Minded Professor, The Pentagon, \Und, R:villain, T:The Absent-Minded Professor, D:Stevenson, P:Bill~Walsh, St:Disney, bnw, Comd, H*, lc, 
 MCJ14, T:This Boy's Life, Jonah Blechman, \Und, RU:, T:This Boy's Life, D:CatonJones, PN:, St:Warners, col, BioP, ," roads, US; Seattle, WA; csd, WA; T(1950)", W(Robert Getchell) B(Tobias Wolff) C(David Watkin) R(R) 
 SL54, T:A Stranger Among Us, John Pankow, \Und, R:agent's new partner, T:A Stranger Among Us, D:Lumet, PN:, SU:, col, , , NYC, W(Robert Avrech) 
 FSc5, T:The Chant of Jimmy Blacksmith, Freddy Reynolds, \Und, R:aborigine, T:The Chant of Jimmy Blacksmith, D:Schepisi, PN:, SU:, , Dram, , Australia, B(Thomas Keneally) Cost(1M) 
 JaS65, T:Loving Couples, Sally Kellerman, \Und, RU:, Tm:Loving Couples, D:Smight, PN:Renee Valente, St:TimeLife, \Mcol, Romt, H, , R(PG) 
 GC26, T:Gaslight, Halliwell Hobbes, \Und, RU:, T:Gaslight, D:Cukor, PN:Arthur J. Hornblow~jr., St:MGM, bnw, Dram," H**, AAN", , V(John VanDruten; AAN) C(Joseph Ruttenberg; AAN) VT() Seen(20Mar1990) 
 IMd17, T:Shakespeare in Love, Tom Wilkinson, \Und, R:money man, T:Shakespeare in Love, D:Madden , PN:Harvey Weinstein, St:Miramax, col," BioP, Romt, Musc"," AAN, AAN dir"," London, U.K.; T(1593)"," W(Marc Norman, Tom Stoppard; AA) V(; AAN)C(; AAN)  M(; AAN) Note(started at St:Universal)"
 WA4, T:Sleeper, John Beck, \Und, RU:, T:Sleeper, D:Woody~Allen, P:Rollins, St:U.A., \DeLuxe, Comd, H*, ; T(2173)," M(Preservation Hall Jazz Band) W(M.Brickman, Woody~Allen) R(PG) "
 JaR10, T:In Sog der Angst, Annett Kruschke, \Und, RU:, T:In Sog der Angst, D:Ruzicka, PN:Manfred Dumick, SU:, col, susp, aw, Germant; T(1989), 
 IMS20, T:Back Street, Robert McWage, \Und," R:old banker ""Felix""", T:Back Street, D:Stahl, PN:P:Laemmle~jr., St:Universal, bnw, Dram, H*," Cincinnati, OH; NYC, NY; T(1900-1931)", B(Fanny Hurst) 
 Z2110, T:The Great Impersonation, James Kirkwood, \Und," R:German, murders and impersonates English nobleman", T:The Great Impersonation, D:UnYear21, PU:, SU:, prc, Ctxx, , , 
 AbA10, T:Il processo Clemenceau, Vittorio DeSica, \Und, RU:, T:Il processo Clemenceau, D:deAntoni, PN:, St:Ceasar, bws, Dram, aw, lc, Le(2h) 
 RDW7, T:Caribbean Mystery, Reed Hadley, \Und, RU:, T:Caribbean Mystery, D:R.D.Webb, PN:William Girard, St:Fox, , Myst, bnw," island, Carribbean; London, England", 
